java -jar RankLib-2.14.jar -train ../data/experiment/after_train.txt -test ../data/experiment/after_test.txt -validate ../data/experiment/after_validate.txt -ranker 6 -metric2t NDCG@10 -metric2T NDCG@10 -save ../model/experiment/model_after.txt


Discard orig. features
Training data:	../data/experiment/after_train.txt
Test data:	../data/experiment/after_test.txt
Validation data:	../data/experiment/after_validate.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No
Model file: ../model/experiment/model_after.txt

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Min leaf support: 1
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [../data/experiment/after_train.txt]... [Done.]            
(152 ranked lists, 7600 entries read)
Reading feature file [../data/experiment/after_validate.txt]... [Done.]            
(75 ranked lists, 3750 entries read)
Reading feature file [../data/experiment/after_test.txt]... [Done.]            
(77 ranked lists, 3850 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
265     | 0.6951    | 0.6274    | 
266     | 0.6964    | 0.6287    | 
267     | 0.6966    | 0.6279    | 
268     | 0.6972    | 0.6281    | 
269     | 0.6979    | 0.6279    | 
270     | 0.6972    | 0.6278    | 
271     | 0.6974    | 0.6273    | 
272     | 0.6975    | 0.627     | 
273     | 0.6977    | 0.629     | 
274     | 0.6978    | 0.629     | 
275     | 0.6974    | 0.6279    | 
276     | 0.6968    | 0.6273    | 
277     | 0.6972    | 0.6267    | 
278     | 0.697     | 0.6287    | 
279     | 0.6968    | 0.63      | 
280     | 0.6968    | 0.6296    | 
281     | 0.6971    | 0.6299    | 
282     | 0.6981    | 0.6304    | 
283     | 0.6987    | 0.6297    | 
284     | 0.6988    | 0.631     | 
285     | 0.6991    | 0.6314    | 
286     | 0.6987    | 0.6327    | 
287     | 0.6987    | 0.6336    | 
288     | 0.6993    | 0.6339    | 
289     | 0.6997    | 0.6328    | 
290     | 0.6985    | 0.6336    | 
291     | 0.6984    | 0.6336    | 
292     | 0.6991    | 0.633     | 
293     | 0.6994    | 0.633     | 
294     | 0.7       | 0.633     | 
295     | 0.7015    | 0.633     | 
296     | 0.7012    | 0.6331    | 
297     | 0.7012    | 0.6321    | 
298     | 0.701     | 0.6321    | 
299     | 0.7013    | 0.6326    | 
300     | 0.702     | 0.6323    | 
301     | 0.701     | 0.6318    | 
302     | 0.7023    | 0.6318    | 
303     | 0.7014    | 0.6317    | 
304     | 0.7015    | 0.6321    | 
305     | 0.7015    | 0.6319    | 
306     | 0.7008    | 0.6314    | 
307     | 0.7009    | 0.6297    | 
308     | 0.7014    | 0.6314    | 
309     | 0.702     | 0.6322    | 
310     | 0.7015    | 0.6318    | 
311     | 0.7024    | 0.6334    | 
312     | 0.7021    | 0.634     | 
313     | 0.7027    | 0.6327    | 
314     | 0.7038    | 0.6324    | 
315     | 0.7045    | 0.6326    | 
316     | 0.7039    | 0.6329    | 
317     | 0.7039    | 0.6334    | 
318     | 0.7049    | 0.633     | 
319     | 0.7044    | 0.6314    | 
320     | 0.7053    | 0.6328    | 
321     | 0.7059    | 0.6332    | 
322     | 0.7051    | 0.6331    | 
323     | 0.7051    | 0.6328    | 
324     | 0.7051    | 0.6331    | 
325     | 0.7052    | 0.6327    | 
326     | 0.7048    | 0.6329    | 
327     | 0.7047    | 0.6328    | 
328     | 0.7043    | 0.634     | 
329     | 0.7059    | 0.6343    | 
330     | 0.7059    | 0.6343    | 
331     | 0.7057    | 0.6344    | 
332     | 0.7065    | 0.6344    | 
333     | 0.7062    | 0.6327    | 
334     | 0.7067    | 0.6335    | 
335     | 0.7072    | 0.6334    | 
336     | 0.7074    | 0.6346    | 
337     | 0.7079    | 0.6346    | 
338     | 0.7083    | 0.6337    | 
339     | 0.7092    | 0.6334    | 
340     | 0.7092    | 0.6334    | 
341     | 0.7085    | 0.6361    | 
342     | 0.7086    | 0.6373    | 
343     | 0.7093    | 0.6357    | 
344     | 0.7097    | 0.6344    | 
345     | 0.7113    | 0.636     | 
346     | 0.7114    | 0.6346    | 
347     | 0.7116    | 0.6334    | 
348     | 0.7103    | 0.6342    | 
349     | 0.7106    | 0.6351    | 
350     | 0.7106    | 0.6347    | 
351     | 0.7106    | 0.6351    | 
352     | 0.7112    | 0.6351    | 
353     | 0.7112    | 0.6351    | 
354     | 0.7111    | 0.6339    | 
355     | 0.7117    | 0.6341    | 
356     | 0.7118    | 0.6354    | 
357     | 0.7125    | 0.6345    | 
358     | 0.7122    | 0.6332    | 
359     | 0.712     | 0.6338    | 
360     | 0.7123    | 0.6328    | 
361     | 0.7125    | 0.6332    | 
362     | 0.713     | 0.6343    | 
363     | 0.7124    | 0.6345    | 
364     | 0.7125    | 0.6355    | 
365     | 0.7127    | 0.6365    | 
366     | 0.7126    | 0.6366    | 
367     | 0.7133    | 0.6365    | 
368     | 0.7139    | 0.6349    | 
369     | 0.7129    | 0.6329    | 
370     | 0.7127    | 0.6316    | 
371     | 0.7126    | 0.631     | 
372     | 0.7129    | 0.6309    | 
373     | 0.7129    | 0.6311    | 
374     | 0.713     | 0.6309    | 
375     | 0.7136    | 0.6325    | 
376     | 0.7135    | 0.6328    | 
377     | 0.7143    | 0.6326    | 
378     | 0.7146    | 0.6326    | 
379     | 0.7146    | 0.6339    | 
380     | 0.7152    | 0.6342    | 
381     | 0.7155    | 0.6342    | 
382     | 0.7152    | 0.6337    | 
383     | 0.7154    | 0.6337    | 
384     | 0.7158    | 0.6338    | 
385     | 0.7153    | 0.6336    | 
386     | 0.716     | 0.6337    | 
387     | 0.7163    | 0.634     | 
388     | 0.717     | 0.6334    | 
389     | 0.7171    | 0.6324    | 
390     | 0.7171    | 0.6337    | 
391     | 0.7181    | 0.6341    | 
392     | 0.7185    | 0.6335    | 
393     | 0.7183    | 0.6343    | 
394     | 0.7186    | 0.6341    | 
395     | 0.7183    | 0.634     | 
396     | 0.7184    | 0.6338    | 
397     | 0.7184    | 0.6338    | 
398     | 0.7189    | 0.6337    | 
399     | 0.7191    | 0.6336    | 
400     | 0.7188    | 0.6336    | 
401     | 0.7186    | 0.6331    | 
402     | 0.7185    | 0.6336    | 
403     | 0.7186    | 0.6336    | 
404     | 0.7181    | 0.6338    | 
405     | 0.7182    | 0.6339    | 
406     | 0.7189    | 0.634     | 
407     | 0.7206    | 0.6333    | 
408     | 0.7198    | 0.6326    | 
409     | 0.7199    | 0.6333    | 
410     | 0.7199    | 0.6333    | 
411     | 0.7199    | 0.633     | 
412     | 0.7201    | 0.6332    | 
413     | 0.7196    | 0.6325    | 
414     | 0.7192    | 0.6325    | 
415     | 0.7209    | 0.633     | 
416     | 0.7215    | 0.6329    | 
417     | 0.7218    | 0.6329    | 
418     | 0.7228    | 0.6331    | 
419     | 0.7232    | 0.6316    | 
420     | 0.7227    | 0.6317    | 
421     | 0.7222    | 0.6326    | 
422     | 0.7225    | 0.6347    | 
423     | 0.7233    | 0.6344    | 
424     | 0.7236    | 0.6334    | 
425     | 0.7236    | 0.6334    | 
426     | 0.724     | 0.6338    | 
427     | 0.7242    | 0.6335    | 
428     | 0.7248    | 0.6329    | 
429     | 0.725     | 0.6329    | 
430     | 0.7252    | 0.6315    | 
431     | 0.7253    | 0.6314    | 
432     | 0.7254    | 0.6307    | 
433     | 0.7259    | 0.6311    | 
434     | 0.726     | 0.6323    | 
435     | 0.7259    | 0.6323    | 
436     | 0.7265    | 0.6341    | 
437     | 0.7278    | 0.6341    | 
438     | 0.7283    | 0.6342    | 
439     | 0.7277    | 0.6342    | 
440     | 0.7302    | 0.6338    | 
441     | 0.7298    | 0.6361    | 
442     | 0.7302    | 0.6348    | 
443     | 0.7297    | 0.6348    | 
---------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.7086
NDCG@10 on validation data: 0.6373
---------------------------------
NDCG@10 on test data: 0.6557

Model saved to: ../model/experiment/model_after.txt
