java -jar RankLib-2.14.jar -train ../data/experiment/ss_before_after_train.txt -test ../data/experiment/ss_before_after_test.txt -validate ../data/experiment/ss_before_after_validate.txt -ranker 6 -metric2t NDCG@10 -metric2T NDCG@10 -save ../model/experiment/model_ss_before_after.txt


Discard orig. features
Training data:	../data/experiment/ss_before_after_train.txt
Test data:	../data/experiment/ss_before_after_test.txt
Validation data:	../data/experiment/ss_before_after_validate.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No
Model file: ../model/experiment/model_ss_before_after.txt

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Min leaf support: 1
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [../data/experiment/ss_before_after_train.txt]... [Done.]            
(152 ranked lists, 7600 entries read)
Reading feature file [../data/experiment/ss_before_after_validate.txt]... [Done.]            
(75 ranked lists, 3750 entries read)
Reading feature file [../data/experiment/ss_before_after_test.txt]... [Done.]            
(77 ranked lists, 3850 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
379     | 0.8163    | 0.7246    | 
380     | 0.8161    | 0.7246    | 
381     | 0.8159    | 0.7246    | 
382     | 0.816     | 0.724     | 
383     | 0.8161    | 0.7241    | 
384     | 0.816     | 0.7239    | 
385     | 0.8166    | 0.7249    | 
386     | 0.8162    | 0.7248    | 
387     | 0.8164    | 0.7248    | 
388     | 0.8168    | 0.7242    | 
389     | 0.817     | 0.7247    | 
390     | 0.8162    | 0.7251    | 
391     | 0.8163    | 0.7255    | 
392     | 0.8166    | 0.7256    | 
393     | 0.8172    | 0.7258    | 
394     | 0.8168    | 0.7262    | 
395     | 0.8174    | 0.725     | 
396     | 0.8174    | 0.7246    | 
397     | 0.8174    | 0.7255    | 
398     | 0.8179    | 0.7261    | 
399     | 0.8176    | 0.7258    | 
400     | 0.8176    | 0.7257    | 
401     | 0.8178    | 0.7258    | 
402     | 0.8178    | 0.7267    | 
403     | 0.8178    | 0.7252    | 
404     | 0.8181    | 0.7252    | 
405     | 0.8177    | 0.7261    | 
406     | 0.8178    | 0.7265    | 
407     | 0.818     | 0.7258    | 
408     | 0.818     | 0.726     | 
409     | 0.8183    | 0.728     | 
410     | 0.8183    | 0.728     | 
411     | 0.8185    | 0.728     | 
412     | 0.819     | 0.728     | 
413     | 0.8192    | 0.7292    | 
414     | 0.8187    | 0.7296    | 
415     | 0.819     | 0.7297    | 
416     | 0.8195    | 0.7298    | 
417     | 0.8206    | 0.7295    | 
418     | 0.8204    | 0.7295    | 
419     | 0.8199    | 0.7295    | 
420     | 0.8199    | 0.7305    | 
421     | 0.82      | 0.7289    | 
422     | 0.8209    | 0.7283    | 
423     | 0.821     | 0.7297    | 
424     | 0.8212    | 0.729     | 
425     | 0.821     | 0.7289    | 
426     | 0.8214    | 0.7289    | 
427     | 0.8212    | 0.7292    | 
428     | 0.8215    | 0.7292    | 
429     | 0.8212    | 0.7297    | 
430     | 0.8214    | 0.7297    | 
431     | 0.8214    | 0.7289    | 
432     | 0.8218    | 0.7294    | 
433     | 0.822     | 0.7294    | 
434     | 0.8226    | 0.7296    | 
435     | 0.8227    | 0.7293    | 
436     | 0.8228    | 0.7293    | 
437     | 0.8234    | 0.7312    | 
438     | 0.8236    | 0.7304    | 
439     | 0.8239    | 0.7312    | 
440     | 0.8239    | 0.7308    | 
441     | 0.8239    | 0.7309    | 
442     | 0.824     | 0.7319    | 
443     | 0.8246    | 0.7318    | 
444     | 0.8246    | 0.7309    | 
445     | 0.8247    | 0.7308    | 
446     | 0.8248    | 0.7305    | 
447     | 0.825     | 0.7302    | 
448     | 0.8255    | 0.7301    | 
449     | 0.8259    | 0.7301    | 
450     | 0.8275    | 0.7305    | 
451     | 0.8277    | 0.731     | 
452     | 0.8277    | 0.7324    | 
453     | 0.8277    | 0.7315    | 
454     | 0.828     | 0.7312    | 
455     | 0.8282    | 0.7314    | 
456     | 0.8279    | 0.7318    | 
457     | 0.8282    | 0.7318    | 
458     | 0.8279    | 0.731     | 
459     | 0.8279    | 0.7319    | 
460     | 0.8281    | 0.7323    | 
461     | 0.8282    | 0.7324    | 
462     | 0.8281    | 0.7323    | 
463     | 0.8282    | 0.7324    | 
464     | 0.8286    | 0.7321    | 
465     | 0.8282    | 0.7331    | 
466     | 0.8286    | 0.733     | 
467     | 0.8288    | 0.7334    | 
468     | 0.8288    | 0.7314    | 
469     | 0.8289    | 0.7314    | 
470     | 0.8289    | 0.7314    | 
471     | 0.8289    | 0.7326    | 
472     | 0.8285    | 0.7322    | 
473     | 0.8289    | 0.7312    | 
474     | 0.8301    | 0.7324    | 
475     | 0.8308    | 0.7323    | 
476     | 0.8308    | 0.7331    | 
477     | 0.8302    | 0.7335    | 
478     | 0.8297    | 0.7346    | 
479     | 0.8305    | 0.7345    | 
480     | 0.8307    | 0.7339    | 
481     | 0.8308    | 0.7346    | 
482     | 0.8305    | 0.7345    | 
483     | 0.8316    | 0.7355    | 
484     | 0.8319    | 0.7363    | 
485     | 0.8318    | 0.737     | 
486     | 0.8324    | 0.7368    | 
487     | 0.8328    | 0.7367    | 
488     | 0.8331    | 0.7367    | 
489     | 0.8331    | 0.7376    | 
490     | 0.834     | 0.7355    | 
491     | 0.8337    | 0.7365    | 
492     | 0.8341    | 0.7371    | 
493     | 0.8341    | 0.7381    | 
494     | 0.8341    | 0.737     | 
495     | 0.8339    | 0.7369    | 
496     | 0.8347    | 0.7382    | 
497     | 0.8346    | 0.7383    | 
498     | 0.8346    | 0.7383    | 
499     | 0.835     | 0.7392    | 
500     | 0.8357    | 0.7388    | 
501     | 0.8359    | 0.7391    | 
502     | 0.836     | 0.7372    | 
503     | 0.8355    | 0.7372    | 
504     | 0.8359    | 0.7367    | 
505     | 0.8361    | 0.7367    | 
506     | 0.8361    | 0.7367    | 
507     | 0.8361    | 0.7358    | 
508     | 0.8361    | 0.7361    | 
509     | 0.8359    | 0.7365    | 
510     | 0.836     | 0.7367    | 
511     | 0.837     | 0.7365    | 
512     | 0.8366    | 0.7368    | 
513     | 0.8367    | 0.7382    | 
514     | 0.8373    | 0.7389    | 
515     | 0.8373    | 0.7385    | 
516     | 0.8372    | 0.7385    | 
517     | 0.8375    | 0.738     | 
518     | 0.8382    | 0.7382    | 
519     | 0.8383    | 0.7373    | 
520     | 0.839     | 0.7358    | 
521     | 0.8392    | 0.7368    | 
522     | 0.84      | 0.7379    | 
523     | 0.8393    | 0.7381    | 
524     | 0.8399    | 0.7381    | 
525     | 0.8395    | 0.737     | 
526     | 0.84      | 0.7373    | 
527     | 0.8399    | 0.7373    | 
528     | 0.8397    | 0.737     | 
529     | 0.8397    | 0.7382    | 
530     | 0.8398    | 0.7382    | 
531     | 0.8403    | 0.7392    | 
532     | 0.8406    | 0.7389    | 
533     | 0.8403    | 0.7388    | 
534     | 0.8408    | 0.7383    | 
535     | 0.8409    | 0.7387    | 
536     | 0.8408    | 0.7384    | 
537     | 0.8408    | 0.7394    | 
538     | 0.8411    | 0.7389    | 
539     | 0.8413    | 0.7389    | 
540     | 0.8418    | 0.7399    | 
541     | 0.8417    | 0.7399    | 
542     | 0.8414    | 0.7388    | 
543     | 0.8415    | 0.741     | 
544     | 0.8416    | 0.741     | 
545     | 0.8417    | 0.7403    | 
546     | 0.842     | 0.7392    | 
547     | 0.8419    | 0.7402    | 
548     | 0.8418    | 0.7399    | 
549     | 0.842     | 0.7402    | 
550     | 0.842     | 0.7388    | 
551     | 0.8419    | 0.7394    | 
552     | 0.8418    | 0.7396    | 
553     | 0.8419    | 0.7396    | 
554     | 0.8418    | 0.7394    | 
555     | 0.8424    | 0.7401    | 
556     | 0.8429    | 0.7402    | 
557     | 0.8431    | 0.7401    | 
558     | 0.8448    | 0.7402    | 
559     | 0.8437    | 0.7408    | 
560     | 0.8442    | 0.7409    | 
561     | 0.8441    | 0.7418    | 
562     | 0.8448    | 0.7427    | 
563     | 0.8441    | 0.7427    | 
564     | 0.8443    | 0.742     | 
565     | 0.8437    | 0.7415    | 
566     | 0.8438    | 0.7416    | 
567     | 0.8444    | 0.7417    | 
568     | 0.8441    | 0.7418    | 
569     | 0.8444    | 0.7416    | 
570     | 0.8444    | 0.7415    | 
571     | 0.8445    | 0.7415    | 
572     | 0.8443    | 0.7418    | 
573     | 0.8448    | 0.7403    | 
574     | 0.8454    | 0.7408    | 
575     | 0.8446    | 0.7388    | 
576     | 0.8454    | 0.7392    | 
577     | 0.846     | 0.7397    | 
578     | 0.8461    | 0.7403    | 
579     | 0.8461    | 0.7411    | 
580     | 0.8466    | 0.7415    | 
581     | 0.8466    | 0.7431    | 
582     | 0.8469    | 0.7425    | 
583     | 0.8469    | 0.742     | 
584     | 0.8469    | 0.7424    | 
585     | 0.8471    | 0.7423    | 
586     | 0.8471    | 0.7423    | 
587     | 0.8469    | 0.7421    | 
588     | 0.8469    | 0.7439    | 
589     | 0.8469    | 0.7437    | 
590     | 0.8471    | 0.7438    | 
591     | 0.8474    | 0.744     | 
592     | 0.8471    | 0.744     | 
593     | 0.8479    | 0.745     | 
594     | 0.8473    | 0.745     | 
595     | 0.8477    | 0.7462    | 
596     | 0.8476    | 0.7461    | 
597     | 0.8476    | 0.7437    | 
598     | 0.8476    | 0.7438    | 
599     | 0.8476    | 0.7425    | 
600     | 0.8477    | 0.7427    | 
601     | 0.8476    | 0.7444    | 
602     | 0.8476    | 0.7445    | 
603     | 0.8478    | 0.7441    | 
604     | 0.8476    | 0.7441    | 
605     | 0.8479    | 0.7452    | 
606     | 0.8479    | 0.745     | 
607     | 0.8482    | 0.7471    | 
608     | 0.8484    | 0.7483    | 
609     | 0.8486    | 0.7482    | 
610     | 0.8484    | 0.749     | 
611     | 0.8481    | 0.7492    | 
