java -jar RankLib-2.14.jar -train ../data/experiment/before_train.txt -test ../data/experiment/before_test.txt -validate ../data/experiment/before_validate.txt -ranker 6 -metric2t NDCG@10 -metric2T NDCG@10 -save ../model/experiment/model_before.txt

Discard orig. features
Training data:	../data/experiment/before_train.txt
Test data:	../data/experiment/before_test.txt
Validation data:	../data/experiment/before_validate.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No
Model file: ../model/experiment/model_before.txt

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Min leaf support: 1
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [../data/experiment/before_train.txt]... [Done.]            
(152 ranked lists, 7600 entries read)
Reading feature file [../data/experiment/before_validate.txt]... [Done.]            
(75 ranked lists, 3750 entries read)
Reading feature file [../data/experiment/before_test.txt]... [Done.]            
(77 ranked lists, 3850 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
352     | 0.6888    | 0.6159    | 
353     | 0.6881    | 0.616     | 
354     | 0.6887    | 0.6157    | 
355     | 0.6882    | 0.6158    | 
356     | 0.6883    | 0.6153    | 
357     | 0.6887    | 0.616     | 
358     | 0.6888    | 0.6156    | 
359     | 0.6878    | 0.615     | 
360     | 0.6884    | 0.6148    | 
361     | 0.6885    | 0.6151    | 
362     | 0.6886    | 0.6161    | 
363     | 0.6888    | 0.6154    | 
364     | 0.6883    | 0.6154    | 
365     | 0.6891    | 0.6163    | 
366     | 0.6889    | 0.6165    | 
367     | 0.6893    | 0.6168    | 
368     | 0.689     | 0.6173    | 
369     | 0.6894    | 0.6175    | 
370     | 0.6903    | 0.6161    | 
371     | 0.6898    | 0.6155    | 
372     | 0.6911    | 0.6162    | 
373     | 0.6906    | 0.6164    | 
374     | 0.6907    | 0.6175    | 
375     | 0.6908    | 0.6161    | 
376     | 0.6908    | 0.6154    | 
377     | 0.6904    | 0.6158    | 
378     | 0.6904    | 0.6158    | 
379     | 0.6913    | 0.6168    | 
380     | 0.6909    | 0.6168    | 
381     | 0.691     | 0.6166    | 
382     | 0.6911    | 0.6172    | 
383     | 0.6913    | 0.6176    | 
384     | 0.6913    | 0.6171    | 
385     | 0.6912    | 0.617     | 
386     | 0.691     | 0.6167    | 
387     | 0.6914    | 0.6169    | 
388     | 0.6913    | 0.6163    | 
389     | 0.6915    | 0.616     | 
390     | 0.6906    | 0.6164    | 
391     | 0.6907    | 0.6166    | 
392     | 0.6905    | 0.6163    | 
393     | 0.6908    | 0.6164    | 
394     | 0.6904    | 0.6156    | 
395     | 0.6916    | 0.6179    | 
396     | 0.6913    | 0.6181    | 
397     | 0.6912    | 0.6177    | 
398     | 0.6917    | 0.6163    | 
399     | 0.692     | 0.6154    | 
400     | 0.6914    | 0.6151    | 
401     | 0.6916    | 0.615     | 
402     | 0.6915    | 0.6138    | 
403     | 0.6915    | 0.6164    | 
404     | 0.6913    | 0.6167    | 
405     | 0.6913    | 0.6169    | 
406     | 0.6908    | 0.6156    | 
407     | 0.6914    | 0.6171    | 
408     | 0.6918    | 0.6163    | 
409     | 0.6905    | 0.6168    | 
410     | 0.6915    | 0.6148    | 
411     | 0.6917    | 0.6154    | 
412     | 0.6913    | 0.6143    | 
413     | 0.6924    | 0.6146    | 
414     | 0.6927    | 0.6152    | 
415     | 0.6926    | 0.6135    | 
416     | 0.6922    | 0.6144    | 
417     | 0.6924    | 0.6146    | 
418     | 0.6926    | 0.6147    | 
419     | 0.6925    | 0.6162    | 
420     | 0.6922    | 0.6159    | 
421     | 0.6924    | 0.6146    | 
422     | 0.6924    | 0.6148    | 
423     | 0.6927    | 0.6164    | 
424     | 0.6928    | 0.6149    | 
425     | 0.6949    | 0.6161    | 
426     | 0.6948    | 0.6186    | 
427     | 0.6954    | 0.6191    | 
428     | 0.6955    | 0.6195    | 
429     | 0.6958    | 0.6185    | 
430     | 0.6956    | 0.6174    | 
431     | 0.6957    | 0.6167    | 
432     | 0.6957    | 0.6153    | 
433     | 0.6956    | 0.6164    | 
434     | 0.6958    | 0.6164    | 
435     | 0.6952    | 0.6163    | 
436     | 0.6955    | 0.6164    | 
